,Abundance,Substructure,SMILES,SMARTS
1020,563,"N,N'-(N-Carboximidoyl)formamide",CN=C(C)N(C)C=O,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#1]
1021,559,Carbonoperoxoic_O-acid_ester,COOC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#8v2]-[#6v4]
1022,556,"N'',N''-(N-Hydrazinyl)aldimine",CC=NNN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
1023,556,Sulfonyl_bromide,CS(=O)(=O)Br,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#35v1]
1024,556,"N,1,2,2-Hydrazinecarboximidothioate_ester",CN=C(SC)N(C)N(C)C,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1025,555,Dithiohemiketal,CSC(C)(C)S,[#6v4]-[#6v4](-[#16v2]-[#6v4])(-[#16v2]-[#1])-[#6v4]
1026,553,Phosphinothioate_S-ester,CSP(C)(C)=O,[#6v4]-[#15v5](=[#8v2])(-[#16v2]-[#6v4])-[#6v4]
1027,548,"N,N'-Iminocarbamimidothioate_ester",CN=NC(=NC)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#7v3]-[#6v4]
1028,545,Carbohydrazonate_ester_(N-methylidene),C=NN=C(C)OC,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#1])-[#1])-[#8v2]-[#6v4]
1029,541,"N,N',1-Hydrazinecarboximidamide_(2-ethylidene)",CC=NN(C)C(=NC)NC,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1030,540,N'-(N-Hydrazinyl)ketimine,CC(C)=NN(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1031,538,"N,N-Phosphorodiamidate_ester",COP(N)(=O)N(C)C,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#1])-[#7v3](-[#6v4])-[#6v4]
1032,537,S-(N-Sulfanyl)carbamate_ester,COC(=O)NSC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#16v2]-[#6v4]
1033,537,"1,2,2-Hydrazinecarbothioate_S-ester",CSC(=O)N(C)N(C)C,[#6v4]-[#16v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1034,536,"1,2-Diimine_(propane)",CC(=N)C=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#7v3]-[#1])-[#1]
1035,536,Formohydrazide_(N'-propan-2-ylidene),CC(C)=NNC=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1036,531,"N',N',S-(N-Sulfanyl)urea",CSNC(=O)N(C)C,[#6v4]-[#16v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
1037,531,"N',1-Hydrazinecarboximidamide",CN=C(N)N(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1038,530,Dithioformate_ester,CSC=S,[#1]-[#6v4](=[#16v2])-[#16v2]-[#6v4]
1039,527,S-Carbothialdehydium_cation,CC=[S+]C,[#6v4]-[#6v4](=[#16v3+]-[#6v4])-[#1]
1040,525,"N,S-(N-Sulfanyl)carbothioamide",CSN(C)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#16v2]-[#6v4]
1041,516,"N,N,N',P-Phosphonic_diamide",CNP(C)(=O)N(C)C,[#6v4]-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1042,516,"N,N,N',1-Hydrazinecarboximidamide",CN=C(N(C)C)N(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1043,515,"O,2,3-(1-Hydroxy)guanidine",CN=C(NC)NOC,[#6v4]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1044,510,Carbothioamide_(N-propan-2-ylidene),CC(=S)N=C(C)C,[#6v4]-[#6v4](=[#16v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1045,510,"N,N-Phosphonamidothioate_O-ester",COP(C)(=S)N(C)C,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1046,509,N-(N-Amino)hydroxylamine,CN(N)O,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#8v2]-[#1]
1047,506,"Phosphonodithioate_O,S-ester",COP(C)(=S)SC,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#16v2]-[#6v4]
1048,497,1-Hydrazinecarbothioamide,CN(N)C(N)=S,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
1049,496,1-Hydrazinecarbodithioate_ester,CSC(=S)N(C)N,[#6v4]-[#16v2]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
1050,491,"N,N-Phosphoramidothioate_O,O-ester",COP(=S)(OC)N(C)C,[#6v4]-[#8v2]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1051,489,N'-Hydrazinecarboximidamide_(2-propan-2-ylidene),CN=C(N)NN=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1052,488,"1,1,2-Guanidine_(3-methylidene)",C=NC(=NC)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1053,487,Nitrothioate_ester,CS[N+](=O)[O-],[#6v4]-[#16v2]-[#7v4+](=[#8v2])-[#8v1-]
1054,486,N-(N-Hydroxy)carbamic_acid,CN(O)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#8v2]-[#1]
1055,485,"N,N,N',N'-Carbohydrazonamide_(N'-propan-2-ylidene)",CC(C)=NN=C(C)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1056,485,"N1-1,2-Diimine_(propane)",CN=CC(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#7v3]-[#6v4])-[#1]
1057,484,"N,N-Phosphinothioc_amide",CN(C)P(C)(C)=S,[#6v4]-[#15v5](=[#16v2])(-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1058,482,"N,N',2,2-Hydrazinecarboximidamide",CN=C(NC)NN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1059,482,N-Carbohydrazide_(N'-methylidene),C=NN(C)C(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1060,481,"N,N-Dithiohydroperoxylamine",CN(C)SS,[#6v4]-[#7v3](-[#6v4])-[#16v2]-[#16v2]-[#1]
1061,479,"2,2-(1-Azido)hydrazine",CN(C)NN=[N+]=[N-],[#7v2-]=[#7v4+]=[#7v3]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
1062,479,"N,N-Carbohydrazonate_ester_(N-propan-2-ylidene)",COC(C)=NN=C(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4])-[#8v2]-[#6v4]
1063,477,N-(N-Thioacyl)carbothioamide,CC(=S)N(C)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#6v4]
1064,475,α-Amino_thiol_(secondary),CC(C)(N)S,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#16v2]-[#1])-[#6v4]
1065,468,Ketenimine_(methyl),CC=C=N,[#6v4]-[#6v4](=[#6v4]=[#7v3]-[#1])-[#1]
1066,466,Carbothioic_carboxylic_anhydride,CC(=O)OC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#8v2]-[#6v4](=[#8v2])-[#6v4]
1067,465,Carbohydrazonothioate_ester,CSC(C)=NN,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#1])-[#16v2]-[#6v4]
1068,464,S-Carboxamidothioxime,CSN=C(C)N,[#6v4]-[#6v4](=[#7v3]-[#16v2]-[#6v4])-[#7v3](-[#1])-[#1]
1069,459,N-Iminophosphine,CN=P,[#6v4]-[#7v3]=[#15v3]-[#1]
1070,459,"2,2-Hydrazinecarbothioamide",CN(C)NC(N)=S,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
1071,455,(N-Sulfonyl)formamide,CS(=O)(=O)NC=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1072,454,"S,S'-Dithiohydroxylamine",CSNSC,[#6v4]-[#16v2]-[#7v3](-[#1])-[#16v2]-[#6v4]
1073,452,"N,N-Phosphoramidothioate_O,S-ester",COP(=O)(SC)N(C)C,[#6v4]-[#16v2]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1074,449,"N,N-Phosphoramidous_acid_ester",COP(O)N(C)C,[#6v4]-[#8v2]-[#15v3](-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
1075,449,N'-(N-Hydrazinyl)aldimine,CC=NN(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
1076,449,"N,S-(N-Amino)thiohydroxylamine",CSN(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#16v2]-[#6v4]
1077,447,2-Guanidine_(3-methylidene),C=NC(N)=NC,[#1]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1078,446,"N,N,2-Hydrazinecarbothioamide",CNNC(=S)N(C)C,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
1079,446,Orthoformothioate_ester,COC(OC)SC,[#1]-[#6v4](-[#16v2]-[#6v4])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
1080,445,"N,2,2-Hydrazinecarboximidothioate_ester",CN=C(NN(C)C)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
1081,445,Phosphinothioite_ester_(primary),CSP,[#1]-[#15v3](-[#1])-[#16v2]-[#6v4]
1082,441,"N,N,S-O-Thiohydroperoxylamine",CSON(C)C,[#6v4]-[#7v3](-[#6v4])-[#8v2]-[#16v2]-[#6v4]
1083,441,"1,2-Hydrazinecarbothioate_S-ester",CNN(C)C(=O)SC,[#6v4]-[#16v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
1084,439,B-Borane_(ethylidene),CB=CC,[#6v4]-[#6v4](=[#5v3]-[#6v4])-[#1]
1085,438,Phosphinothioite_ester_(tertiary),CSP(C)C,[#6v4]-[#15v3](-[#6v4])-[#16v2]-[#6v4]
1086,437,"N,N',S-(N-Sulfanyl)formimidamide",CN=CN(C)SC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#16v2]-[#6v4])-[#6v4]
1087,436,"N,N''-Carboximidohydrazide_(N'-methylidene)",C=NN(C)C(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1088,436,N-(N-Formimidoyl)carboxamide,CC(=O)N(C)C=N,[#1]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#6v4]
1089,433,"N,N-Thiourea_(N'-ethylidene)",CC=NC(=S)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
1090,431,"N,N',N''-Phosphoric_triamide",CNP(=O)(NC)NC,[#6v4]-[#7v3](-[#1])-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#6v4])-[#7v3](-[#1])-[#6v4]
1091,431,N-(N'-Sulfonyl)formimidamide,CNC=NS(C)(=O)=O,[#1]-[#6v4](=[#7v3]-[#16v6](=[#8v2])(=[#8v2])-[#6v4])-[#7v3](-[#1])-[#6v4]
1092,428,N'-(N-Diazenyl)ketimine,CN=NN=C(C)C,[#6v4]-[#7v3]=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1093,428,"Hydrazine_(methylidene,_propan-2-ylidene)",C=NN=C(C)C,[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#7v3]=[#6v4](-[#1])-[#1]
1094,427,N'-(N-Carboximidoyl)formamide,CN=C(C)NC=O,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#1]
1095,425,N-Sulfamide_(N'-propan-2-ylidene),CNS(=O)(=O)N=C(C)C,[#6v4]-[#7v3](-[#1])-[#16v6](=[#8v2])(=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1096,422,Borane_(secondary),CBC,[#6v4]-[#5v3](-[#1])-[#6v4]
1097,420,N'-(N-Amino)hydroxylamine,CNNO,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#8v2]-[#1]
1098,413,N'-Carbamimidate_(N-ethylidene),CC=NC(=NC)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
1099,413,"N',2,2-Hydrazinecarboximidamide",CN=C(N)NN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1100,413,N-Sulfonimidic_acid,CN=S(C)(=O)O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#6v4])-[#8v2]-[#1]
1101,413,Orthoformotrithioate_ester,CSC(SC)SC,[#1]-[#6v4](-[#16v2]-[#6v4])(-[#16v2]-[#6v4])-[#16v2]-[#6v4]
1102,407,"N,S-O-Thiohydroperoxylamine",CNOSC,[#6v4]-[#7v3](-[#1])-[#8v2]-[#16v2]-[#6v4]
1103,406,N-Iminocarboximidamide,CN=NC(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3]=[#7v3]-[#6v4]
1104,406,1-Hydrazinecarboxamide,CN(N)C(N)=O,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
1105,405,N-(O-Amino)hydroxylamine,CNON,[#6v4]-[#7v3](-[#1])-[#8v2]-[#7v3](-[#1])-[#1]
1106,405,"N,N',S-(N-Sulfanyl)carboximidamide",CN=C(C)N(C)SC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#16v2]-[#6v4])-[#6v4]
1107,405,"N,N'-Formohydrazonamide",CNC=NNC,[#1]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#1])-[#7v3](-[#6v4])-[#1]
1108,404,OSS-Dithiotrioxide,COSSC,[#6v4]-[#16v2]-[#16v2]-[#8v2]-[#6v4]
1109,400,α-Hydroxy_thioketone,CC(=S)C(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#16v2])-[#6v4]
1110,396,"N,N',N'-Carbothiohydrazide",CC(=S)N(C)N(C)C,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1111,395,Sulfonamide_(N-methylidene),C=NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3]=[#6v4](-[#1])-[#1]
1112,394,"N,N,2-Diazenecarboxamide",CN=NC(=O)N(C)C,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
1113,394,Carbohydrazide_(N'-methylidene),C=NNC(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#1]
1114,392,(N-Acyl)carbohydrazide_(N'-propan-2-ylidene),CC(=O)N(N=C(C)C)C(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#7v3]=[#6v4](-[#6v4])-[#6v4])-[#6v4](=[#8v2])-[#6v4]
1115,391,"N,N,1-Hydrazinecarbothioamide_(2-ethylidene)",CC=NN(C)C(=S)N(C)C,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
1116,390,Formimidamide_(N-propan-2-ylidene),CC(C)=NC=N,[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#6v4](-[#1])=[#7v3]-[#1]
1117,387,"N,N-Azinic_acid",C[N+](C)([O-])O,[#6v4]-[#7v4+](-[#8v1-])(-[#6v4])-[#8v2]-[#1]
1118,387,Carbothiohydrazide,CC(=S)NN,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
1119,382,"N,N,N'-Sulfonylcarboximidamide",CN=C(N(C)C)S(C)(=O)=O,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1120,382,Sulfonylketimine,CC(=N)S(C)(=O)=O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1121,381,"N,N-Phosphoric_triamide",CN(C)P(N)(N)=O,[#6v4]-[#7v3](-[#6v4])-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#1])-[#7v3](-[#1])-[#1]
1122,380,Carbonimidate_ester,COC(=N)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#6v4]
1123,378,N-Iminoacetic_acid,CN=CC(=O)O,[#1]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#1]
1124,377,Formamide_(N-propan-2-ylidene),CC(C)=NC=O,[#1]-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1125,376,O-(N-Hydroxy)carbamic_acid,CONC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#8v2]-[#6v4]
1126,374,"N,S-(N-Sulfanyl)hydroxylamine",CSN(C)O,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#8v2]-[#1]
1127,373,S-(N-Sulfanyl)formamide,CSNC=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#16v2]-[#6v4]
1128,368,(N-Sulfonyl)carbamic_acid,CS(=O)(=O)NC(=O)O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#1]
1129,367,"N',N'-Formohydrazonamide",CN(C)N=CN,[#1]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#1])-[#1]
1130,364,N-S-Thiohydroperoxylamine,CNSO,[#6v4]-[#7v3](-[#1])-[#16v2]-[#8v2]-[#1]
1131,364,Hydrotrisulfide,CSSS,[#6v4]-[#16v2]-[#16v2]-[#16v2]-[#1]
1132,364,"N,N,N',1-Hydrazinecarboximidamide_(2-propan-2-ylidene)",CN=C(N(C)C)N(C)N=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1133,361,Stannylidene,C=[Sn],[#6v4]=[#50]
1134,359,N-Sulfonylcarboxamide,CNC(=O)S(C)(=O)=O,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1135,354,α-Amino_N-carbothioamide,CNC(=S)C(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
1136,351,Geminal_trithiol,CC(S)(S)S,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#16v2]-[#1])-[#16v2]-[#1]
1137,351,2-Hydrazinecarbodithioate_ester,CNNC(=S)SC,[#6v4]-[#16v2]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
1138,351,Orthoformodithioate_ester,COC(SC)SC,[#1]-[#6v4](-[#16v2]-[#6v4])(-[#16v2]-[#6v4])-[#8v2]-[#6v4]
1139,350,Sulfonimidamide,CS(=N)(N)=O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#1])-[#7v3](-[#1])-[#1]
1140,349,Sulfonediimine,CS(C)(=N)=N,[#6v4]-[#16v6](=[#7v3]-[#1])(=[#7v3]-[#1])-[#6v4]
1141,349,"N,N',N'-(N-Sulfanyl)urea",CN(C)C(=O)N(C)S,[#1]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
1142,348,B-Borane_(propan-2-ylidene),CB=C(C)C,[#6v4]-[#6v4](=[#5v3]-[#6v4])-[#6v4]
1143,348,"N,N-Hydrazinecarboxamide_(2-ethylidene)",CC=NNC(=O)N(C)C,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
1144,347,N-Iminothioacetaldehyde,CN=CC=S,[#1]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#16v2])-[#1]
1145,346,Urea_(N'-ethylidene),CC=NC(N)=O,[#1]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
1146,345,"Phosphonodithioate_S,S-ester",CSP(C)(=O)SC,[#6v4]-[#15v5](=[#8v2])(-[#16v2]-[#6v4])-[#16v2]-[#6v4]
1147,344,OSO-Thiohydrotrioxide,COSO,[#6v4]-[#8v2]-[#16v2]-[#8v2]-[#1]
1148,343,N'-Carbamimidothioate_(N-ethylidene),CC=NC(=NC)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
1149,339,"N,N,N',1,2-Hydrazinecarboximidamide",CN=C(N(C)C)N(C)NC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1150,338,N''-Carboximidohydrazide_(N'-methylidene),C=NNC(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#1]
1151,338,"N,N-Phosphonamidic_acid",CN(C)P(C)(=O)O,[#6v4]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
1152,335,Thionitro,C[N+](=O)[S-],[#6v4]-[#7v4+](=[#8v2])-[#16v1-]
1153,335,Amino_sulfonate_(N-ethylidene),CC=NOS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#7v3]=[#6v4](-[#1])-[#6v4]
1154,335,N-(N-Sulfonyl)formamide,CN(C=O)S(C)(=O)=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1155,333,"N,N-(S-Amino)thiohydroxylamine",CN(C)SN,[#6v4]-[#7v3](-[#6v4])-[#16v2]-[#7v3](-[#1])-[#1]
1156,332,Phosphinodithioate_ester,CSP(C)(C)=S,[#6v4]-[#15v5](=[#16v2])(-[#16v2]-[#6v4])-[#6v4]
1157,330,Tellanylidene,C=[Te],[#6v4]=[#52]
1158,329,"Sulfurothioate_O,S-ester",COS(=O)(=O)SC,[#6v4]-[#16v2]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#6v4]
1159,328,N-Dithiohydroperoxylamine,CNSS,[#6v4]-[#7v3](-[#1])-[#16v2]-[#16v2]-[#1]
1160,327,Sulfonylcarboxylate_ester,COC(=O)S(C)(=O)=O,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1161,324,N-Carbothiohydrazide_(N'-propan-2-ylidene),CC(=S)N(C)N=C(C)C,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1162,324,N'-Sulfinimidamide,CN=S(C)N,[#6v4]-[#16v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1163,320,Phosphoramidite_ester,COP(N)OC,[#6v4]-[#8v2]-[#15v3](-[#8v2]-[#6v4])-[#7v3](-[#1])-[#1]
1164,320,1-Hydrazinecarboxylic_acid_(2-propan-2-ylidene),CC(C)=NN(C)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1165,319,"N',N'',N''-(N-Hydrazinyl)ketimine",CC(C)=NN(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1166,318,"S,1,2,3-(1-Sulfanyl)guanidine",CN=C(NC)N(C)SC,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1167,318,Phosphonamidic_acid,CP(N)(=O)O,[#6v4]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#1])-[#1]
1168,315,"N,N-(O-Amino)hydroxylamine",CN(C)ON,[#6v4]-[#7v3](-[#6v4])-[#8v2]-[#7v3](-[#1])-[#1]
1169,314,"Hydrazine_(ethylidene,_methylidene)",C=NN=CC,[#6v4]-[#6v4](-[#1])=[#7v3]-[#7v3]=[#6v4](-[#1])-[#1]
1170,312,Carbonotrithioic_acid_ester,CSC(=S)S,[#6v4]-[#16v2]-[#6v4](=[#16v2])-[#16v2]-[#1]
1171,312,"2,3,3-(1-Hydroxy)guanidine",CN=C(NO)N(C)C,[#1]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1172,307,O-Formohydroximate_ester,COC=NOC,[#1]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#8v2]-[#6v4]
1173,306,"N',N'',N''-(N-Hydrazinyl)aldimine",CC=NN(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
1174,301,"N',N'-(N-Amino)hydroxylamine",CN(C)NO,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#8v2]-[#1]
